"","B01001_001","B19013_001","B01001A_001","B01001B_001","B15002_003","B15002_004","B15002_005","B15002_006","B15002_007","B15002_008","B15002_009","B15002_010","B15002_011","B15002_012","B15002_013","B15002_014","B15002_015","B15002_016","B15002_017","B15002_018"
"Kings County, New York",2486119,44593,1095610,851970,18380,10520,27751,25245,17758,22491,19270,24288,210669,25618,82139,40284,135796,52972,18930,7390
