"","B01001_001","B19013_001","B01001A_001","B01001B_001","B15002_003","B15002_004","B15002_005","B15002_006","B15002_007","B15002_008","B15002_009","B15002_010","B15002_011","B15002_012","B15002_013","B15002_014","B15002_015","B15002_016","B15002_017","B15002_018"
"Richmond County, New York",466034,72752,354417,47609,1815,687,2043,2493,1378,3080,3263,3700,47847,7955,21108,9758,27173,10137,3852,1385
