"","B01001_001","B19013_001","B01001A_001","B01001B_001","B15002_003","B15002_004","B15002_005","B15002_006","B15002_007","B15002_008","B15002_009","B15002_010","B15002_011","B15002_012","B15002_013","B15002_014","B15002_015","B15002_016","B15002_017","B15002_018"
"Bronx County, New York",1374593,34744,309325,477156,11243,9793,18115,19400,12063,14428,16731,15387,113568,13175,50963,21267,38529,14269,4626,2717
