"","B01001_001","B19013_001","B01001A_001","B01001B_001","B15002_003","B15002_004","B15002_005","B15002_006","B15002_007","B15002_008","B15002_009","B15002_010","B15002_011","B15002_012","B15002_013","B15002_014","B15002_015","B15002_016","B15002_017","B15002_018"
"Queens County, New York",2213977,56406,942426,422878,14461,10224,27695,20023,15051,18737,15247,22766,202870,27957,86262,47863,143796,49746,17042,7202
