ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9129403,HW274135,05/14/2013 04:00:00 PM,007XX W EASTMAN ST,0820,THEFT,$500 AND UNDER,ALLEY,false,false,1822,018,27,8,06,1171024,1909398,2013,05/17/2013 12:41:21 AM,41.90686365174788,-87.64719259098504,"(41.90686365174788, -87.64719259098504)"
9129400,HW274155,05/14/2013 04:00:00 PM,011XX W WILSON AVE,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,SIDEWALK,true,false,1913,019,46,3,26,1168018,1930745,2013,05/17/2013 12:41:21 AM,41.965506291648296,-87.65761673755848,"(41.965506291648296, -87.65761673755848)"
9129669,HW274616,05/14/2013 04:00:00 PM,094XX S ELIZABETH ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2222,022,21,73,08B,1169613,1842085,2013,05/17/2013 12:41:21 AM,41.722180659757264,-87.65432954804832,"(41.722180659757264, -87.65432954804832)"
9129408,HW274145,05/14/2013 04:00:00 PM,023XX S RIDGEWAY AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1013,010,22,30,05,1151702,1888167,2013,05/17/2013 12:41:21 AM,41.84900566558589,-87.71872901094295,"(41.84900566558589, -87.71872901094295)"
9129526,HW274375,05/14/2013 04:00:00 PM,006XX N SPAULDING AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,true,1121,011,27,23,26,1154298,1904211,2013,05/18/2013 12:40:11 AM,41.89298073829618,-87.70877293801826,"(41.89298073829618, -87.70877293801826)"
9135310,HW279844,05/14/2013 04:00:00 PM,035XX S WESTERN BLVD,0560,ASSAULT,SIMPLE,RESTAURANT,false,false,0912,009,11,59,08A,1161131,1881380,2013,05/21/2013 12:41:47 AM,41.83019100571929,-87.6843117631568,"(41.83019100571929, -87.6843117631568)"
9130829,HW275626,05/14/2013 04:00:00 PM,079XX S PULASKI RD,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0834,008,13,70,08B,1151056,1851808,2013,05/18/2013 12:40:11 AM,41.74924385454597,-87.72204886701832,"(41.74924385454597, -87.72204886701832)"
9134223,HW278734,05/14/2013 04:00:00 PM,016XX S WABASH AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,false,false,0131,001,3,33,06,1176986,1892400,2013,05/22/2013 12:45:12 AM,41.86008726176533,-87.62580672073454,"(41.86008726176533, -87.62580672073454)"
9129814,HW274695,05/14/2013 04:00:00 PM,127XX S PEORIA ST,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",RESIDENTIAL YARD (FRONT/BACK),false,false,0523,005,34,53,07,1172613,1820280,2013,05/17/2013 12:41:21 AM,41.66227886587815,-87.64398017603231,"(41.66227886587815, -87.64398017603231)"
9131943,HW276703,05/14/2013 04:00:00 PM,020XX W JARVIS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2424,024,49,1,07,1161062,1948739,2013,05/18/2013 12:40:11 AM,42.0150301562101,-87.68268974067419,"(42.0150301562101, -87.68268974067419)"
9129444,HW274114,05/14/2013 03:55:00 PM,064XX S HOYNE AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0726,007,15,67,08B,1163437,1861651,2013,05/23/2013 12:40:15 AM,41.77600410671665,-87.67640423903114,"(41.77600410671665, -87.67640423903114)"
9129648,HW274453,05/14/2013 03:48:00 PM,078XX S SAWYER AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0835,008,18,70,08A,1156115,1852446,2013,05/18/2013 12:40:11 AM,41.75089450568303,-87.70349338689812,"(41.75089450568303, -87.70349338689812)"
9129398,HW274126,05/14/2013 03:45:00 PM,053XX N ELSTON AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1621,016,45,11,06,1140926,1935350,2013,05/17/2013 12:41:21 AM,41.978685872626144,-87.75711509602102,"(41.978685872626144, -87.75711509602102)"
9129463,HW274181,05/14/2013 03:45:00 PM,078XX S INGLESIDE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0624,006,8,69,18,1183885,1853072,2013,05/19/2013 12:39:40 AM,41.752009407196724,-87.6017115857652,"(41.752009407196724, -87.6017115857652)"
9129340,HW274088,05/14/2013 03:40:00 PM,003XX W SUPERIOR ST,0820,THEFT,$500 AND UNDER,CAR WASH,false,false,1831,018,42,8,06,1173589,1905333,2013,05/17/2013 12:41:21 AM,41.89565238819839,-87.63789141572047,"(41.89565238819839, -87.63789141572047)"
9129452,HW274118,05/14/2013 03:40:00 PM,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0112,001,42,32,06,1176329,1900431,2013,05/17/2013 12:41:21 AM,41.882139654055194,-87.62797612422241,"(41.882139654055194, -87.62797612422241)"
9129586,HW274094,05/14/2013 03:35:00 PM,036XX W 27TH ST,0334,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,SIDEWALK,false,false,1032,010,22,30,03,1152596,1885778,2013,05/17/2013 12:41:21 AM,41.84243235254086,-87.71551099421258,"(41.84243235254086, -87.71551099421258)"
9132064,HW276929,05/14/2013 03:35:00 PM,005XX S LARAMIE AVE,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,STREET,true,false,1522,015,29,25,08A,1141768,1897048,2013,05/19/2013 12:39:40 AM,41.87356563865181,-87.7549686603983,"(41.87356563865181, -87.7549686603983)"
9130939,HW275563,05/14/2013 03:33:00 PM,037XX W LELAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1723,017,39,14,14,1150808,1931017,2013,05/18/2013 12:40:11 AM,41.96660767853441,-87.72088724109993,"(41.96660767853441, -87.72088724109993)"
9139743,HW284878,05/14/2013 03:30:00 PM,078XX W CAHILL TER,0890,THEFT,FROM BUILDING,OTHER,false,false,1631,016,36,17,06,1122594,1923231,2013,05/23/2013 12:40:15 AM,41.94574850176429,-87.8247977397895,"(41.94574850176429, -87.8247977397895)"
9129382,HW274189,05/14/2013 03:30:00 PM,011XX W ARGYLE ST,0880,THEFT,PURSE-SNATCHING,CTA TRAIN,false,false,2033,020,48,3,06,1167733,1933610,2013,05/18/2013 12:40:11 AM,41.973374107081504,-87.65858165171726,"(41.973374107081504, -87.65858165171726)"
9129450,HW274068,05/14/2013 03:30:00 PM,005XX N LARAMIE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,1523,015,28,25,08A,1141565,1903028,2013,05/17/2013 12:41:21 AM,41.88997925878169,-87.75556617430902,"(41.88997925878169, -87.75556617430902)"
9129404,HW274159,05/14/2013 03:30:00 PM,011XX W JACKSON BLVD,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,true,false,1232,012,2,28,06,1169034,1898761,2013,05/17/2013 12:41:21 AM,41.8777184577741,-87.6548116345001,"(41.8777184577741, -87.6548116345001)"
9129659,HW274175,05/14/2013 03:30:00 PM,040XX N CICERO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,false,true,1624,016,45,15,08B,1143616,1926199,2013,05/18/2013 12:40:11 AM,41.953524708622005,-87.74745251345972,"(41.953524708622005, -87.74745251345972)"
9129339,HW274105,05/14/2013 03:30:00 PM,096XX S AVENUE N,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0432,004,10,52,14,1201166,1841840,2013,05/17/2013 12:41:21 AM,41.7207673140369,-87.53876586561107,"(41.7207673140369, -87.53876586561107)"
9129462,HW274128,05/14/2013 03:30:00 PM,105XX S EWING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0432,004,10,52,08B,1202133,1835694,2013,05/17/2013 12:41:21 AM,41.703877655539394,-87.53543266017559,"(41.703877655539394, -87.53543266017559)"
9129467,HW274264,05/14/2013 03:30:00 PM,007XX W 111TH ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,2233,022,34,49,08A,1172997,1831204,2013,05/18/2013 12:40:11 AM,41.69224766700543,-87.64225431870486,"(41.69224766700543, -87.64225431870486)"
9129540,HW274221,05/14/2013 03:30:00 PM,083XX S STEWART AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0622,006,21,44,06,1175120,1849560,2013,05/17/2013 12:41:21 AM,41.74257208149134,-87.63393578139582,"(41.74257208149134, -87.63393578139582)"
9129423,HW274167,05/14/2013 03:30:00 PM,0000X N ASHLAND AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1224,012,27,28,08B,1165717,1900129,2013,05/17/2013 12:41:21 AM,41.881543672077484,-87.66695176304779,"(41.881543672077484, -87.66695176304779)"
9129510,HW274197,05/14/2013 03:30:00 PM,051XX S PULASKI RD,0820,THEFT,$500 AND UNDER,CTA GARAGE / OTHER PROPERTY,false,false,0815,008,23,62,06,1150522,1870487,2013,05/17/2013 12:41:21 AM,41.8005124253271,-87.72352032353089,"(41.8005124253271, -87.72352032353089)"
9129330,HW274098,05/14/2013 03:30:00 PM,082XX S MARQUETTE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0423,004,7,46,18,1195646,1850654,2013,05/19/2013 12:39:40 AM,41.74509170605985,-87.55869337223592,"(41.74509170605985, -87.55869337223592)"
9129324,HW274069,05/14/2013 03:26:00 PM,091XX S EMERALD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2223,022,21,73,18,1172949,1844397,2013,05/19/2013 12:39:40 AM,41.72845225711116,-87.64204227827864,"(41.72845225711116, -87.64204227827864)"
9129325,HW274076,05/14/2013 03:21:00 PM,068XX S KOMENSKY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0833,008,13,65,26,1150591,1858805,2013,05/17/2013 12:41:21 AM,41.76845385286713,-87.72357109467974,"(41.76845385286713, -87.72357109467974)"
9129334,HW274091,05/14/2013 03:18:00 PM,032XX W FULTON BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1123,011,28,27,26,1154486,1901851,2013,05/17/2013 12:41:21 AM,41.88650091092623,-87.70814563270571,"(41.88650091092623, -87.70814563270571)"
9129445,HW274050,05/14/2013 03:16:00 PM,084XX S EXCHANGE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0423,004,10,46,08A,1197248,1849360,2013,05/17/2013 12:41:21 AM,41.74150114666286,-87.55286652567943,"(41.74150114666286, -87.55286652567943)"
9129723,HW274608,05/14/2013 03:15:00 PM,050XX W MADISON ST,0337,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,GAS STATION,false,false,1533,015,28,25,03,1142537,1899508,2013,05/17/2013 12:41:21 AM,41.88030193458808,-87.75208406815243,"(41.88030193458808, -87.75208406815243)"
9129316,HW274065,05/14/2013 03:15:00 PM,003XX E ILLINOIS ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1834,018,42,8,06,1179064,1903660,2013,05/21/2013 12:41:47 AM,41.890938062758785,-87.61783447916255,"(41.890938062758785, -87.61783447916255)"
9129367,HW274096,05/14/2013 03:15:00 PM,030XX N LINCOLN AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,1932,019,32,6,06,1166187,1920215,2013,05/17/2013 12:41:21 AM,41.93665093063521,-87.66465096766575,"(41.93665093063521, -87.66465096766575)"
9129365,HW274095,05/14/2013 03:15:00 PM,035XX N MILWAUKEE AVE,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),true,false,1731,017,30,16,26,1147003,1923404,2013,05/17/2013 12:41:21 AM,41.94579078464656,-87.7350731782717,"(41.94579078464656, -87.7350731782717)"
9129434,HW274067,05/14/2013 03:15:00 PM,044XX W HARRISON ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1131,011,24,26,03,1147061,1897214,2013,05/17/2013 12:41:21 AM,41.87392164950025,-87.73553091583574,"(41.87392164950025, -87.73553091583574)"
9130294,HW274044,05/14/2013 03:07:00 PM,028XX S FARRELL ST,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",ALLEY,false,false,0913,009,11,60,07,1169389,1885722,2013,05/23/2013 12:40:15 AM,41.84193066259074,-87.6538870470598,"(41.84193066259074, -87.6538870470598)"
9129311,HW274053,05/14/2013 03:06:00 PM,077XX N EASTLAKE TER,2230,LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,PARK PROPERTY,true,false,2422,024,49,1,22,1165762,1951014,2013,05/19/2013 12:39:40 AM,42.02117345186028,-87.6653301836998,"(42.02117345186028, -87.6653301836998)"
9133816,HW276983,05/14/2013 03:05:00 PM,051XX N KIMBALL AVE,0460,BATTERY,SIMPLE,GAS STATION,false,false,1713,,39,13,08B,,,2013,05/21/2013 12:41:47 AM,,,
9129572,HW274428,05/14/2013 03:00:00 PM,113XX S HALE AVE,0810,THEFT,OVER $500,RESIDENCE,true,true,2212,022,19,75,06,1164977,1829286,2013,05/17/2013 12:41:21 AM,41.68715716075629,-87.67167078797098,"(41.68715716075629, -87.67167078797098)"
9139730,HW284881,05/14/2013 03:00:00 PM,0000X W TERMINAL ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,false,false,1651,016,41,76,11,1100317,1935189,2013,05/23/2013 12:40:15 AM,41.97889653100515,-87.90646388837229,"(41.97889653100515, -87.90646388837229)"
9129566,HW274359,05/14/2013 03:00:00 PM,018XX E 72ND ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0324,003,5,43,06,1189727,1857639,2013,05/17/2013 12:41:21 AM,41.764403335906245,-87.58015707423729,"(41.764403335906245, -87.58015707423729)"
9129301,HW274015,05/14/2013 03:00:00 PM,042XX W ARMITAGE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,2534,025,30,20,26,1147547,1912904,2013,05/23/2013 12:40:15 AM,41.91696739879669,-87.73334368928477,"(41.91696739879669, -87.73334368928477)"
9129428,HW274115,05/14/2013 03:00:00 PM,049XX N KEDZIE AVE,1120,DECEPTIVE PRACTICE,FORGERY,MEDICAL/DENTAL OFFICE,true,false,1713,017,33,14,10,1154198,1932444,2013,05/18/2013 12:40:11 AM,41.97045628085488,-87.70838439699224,"(41.97045628085488, -87.70838439699224)"
9130516,HW275357,05/14/2013 03:00:00 PM,065XX W BRYN MAWR AVE,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",false,false,1612,016,41,10,06,1131563,1936857,2013,05/19/2013 12:39:40 AM,41.98298889076556,-87.79151346129024,"(41.98298889076556, -87.79151346129024)"
9129346,HW274101,05/14/2013 03:00:00 PM,012XX N MAYFIELD AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,2531,025,29,25,06,1136760,1907600,2013,05/18/2013 12:40:11 AM,41.90261283194339,-87.7731029210142,"(41.90261283194339, -87.7731029210142)"
9129390,HW274077,05/14/2013 03:00:00 PM,036XX W 71ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0833,008,13,65,14,1152962,1857234,2013,05/17/2013 12:41:21 AM,41.76409632205168,-87.71492152041928,"(41.76409632205168, -87.71492152041928)"
9131190,HW275731,05/14/2013 03:00:00 PM,005XX W ELM ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1823,018,27,8,05,1172622,1907926,2013,05/18/2013 12:40:11 AM,41.902789179346016,-87.64136614132256,"(41.902789179346016, -87.64136614132256)"
9129739,HW274663,05/14/2013 03:00:00 PM,065XX S PROMONTORY DR,0560,ASSAULT,SIMPLE,HOSPITAL BUILDING/GROUNDS,false,false,0331,003,5,42,08A,1192258,1862113,2013,05/18/2013 12:40:11 AM,41.776619137726875,-87.57073507763732,"(41.776619137726875, -87.57073507763732)"
9132085,HW276945,05/14/2013 03:00:00 PM,043XX N AUSTIN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1624,016,38,15,07,1135603,1928440,2013,05/19/2013 12:39:40 AM,41.95982077592796,-87.77685601259269,"(41.95982077592796, -87.77685601259269)"
9129449,HW274324,05/14/2013 03:00:00 PM,048XX W FLOURNOY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1533,015,24,25,14,1144478,1896561,2013,05/17/2013 12:41:21 AM,41.87217871054901,-87.74503100989338,"(41.87217871054901, -87.74503100989338)"
9133827,HW276819,05/14/2013 03:00:00 PM,049XX W IOWA ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1531,,37,25,06,,,2013,05/19/2013 12:39:40 AM,,,
9129489,HW274275,05/14/2013 03:00:00 PM,009XX E 104TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0512,005,9,50,26,1184211,1836150,2013,05/17/2013 12:41:21 AM,41.705565903430816,-87.601044511041,"(41.705565903430816, -87.601044511041)"
9129528,HW274113,05/14/2013 03:00:00 PM,042XX S WESTERN BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0924,009,12,61,07,1161275,1876136,2013,05/17/2013 12:41:21 AM,41.81579787199755,-87.68392884883166,"(41.81579787199755, -87.68392884883166)"
9129545,HW274061,05/14/2013 02:55:00 PM,036XX S PAULINA ST,0560,ASSAULT,SIMPLE,STREET,false,false,0912,009,11,59,08A,1165647,1880769,2013,05/21/2013 12:41:47 AM,41.82841953857114,-87.66775983877316,"(41.82841953857114, -87.66775983877316)"
9129261,HW274000,05/14/2013 02:50:00 PM,013XX W 79TH ST,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,false,false,0612,006,21,71,06,1168403,1852329,2013,05/17/2013 12:41:21 AM,41.75031777586352,-87.65846737702167,"(41.75031777586352, -87.65846737702167)"
9129685,HW274286,05/14/2013 02:45:00 PM,014XX N HOYNE AVE,0810,THEFT,OVER $500,STREET,false,false,1424,014,1,24,06,1162176,1909658,2013,05/18/2013 12:40:11 AM,41.90776672318729,-87.67968760127452,"(41.90776672318729, -87.67968760127452)"
9130521,HW275256,05/14/2013 02:40:00 PM,056XX S WOLCOTT AVE,0820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",false,false,0715,007,15,67,06,1164617,1867009,2013,05/18/2013 12:40:11 AM,41.79068233323731,-87.6719273527103,"(41.79068233323731, -87.6719273527103)"
9129746,HW274130,05/14/2013 02:39:00 PM,001XX N PULASKI RD,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1114,011,28,26,18,1149665,1900551,2013,05/17/2013 12:41:21 AM,41.88302858659174,-87.7258834598249,"(41.88302858659174, -87.7258834598249)"
9129345,HW274046,05/14/2013 02:38:00 PM,060XX S MONITOR AVE,0560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),true,false,0812,008,13,64,08A,1138400,1863727,2013,05/16/2013 12:41:03 AM,41.782189196919425,-87.76813933487502,"(41.782189196919425, -87.76813933487502)"
9130223,HW275033,05/14/2013 02:30:00 PM,003XX W ROOT ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0925,009,3,37,14,1174469,1877388,2013,05/23/2013 12:40:15 AM,41.81894966153665,-87.63549357873532,"(41.81894966153665, -87.63549357873532)"
9129375,HW274071,05/14/2013 02:30:00 PM,036XX W FULLERTON AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,GROCERY FOOD STORE,false,false,2525,025,35,22,11,1151888,1915676,2013,05/18/2013 12:40:11 AM,41.924489564818245,-87.71732160667703,"(41.924489564818245, -87.71732160667703)"
9129336,HW274099,05/14/2013 02:30:00 PM,020XX W ROSCOE ST,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,false,false,1921,019,32,5,06,1162360,1922617,2013,05/18/2013 12:40:11 AM,41.94332320713675,-87.67864822188324,"(41.94332320713675, -87.67864822188324)"
9129294,HW273990,05/14/2013 02:30:00 PM,012XX N LAMON AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,2533,025,37,25,18,1143435,1907750,2013,05/19/2013 12:39:40 AM,41.90290221167229,-87.74858041945586,"(41.90290221167229, -87.74858041945586)"
9129485,HW274305,05/14/2013 02:30:00 PM,067XX S HONORE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0726,007,15,67,14,1165133,1860181,2013,05/17/2013 12:41:21 AM,41.7719345116482,-87.67022837380594,"(41.7719345116482, -87.67022837380594)"
9129430,HW274083,05/14/2013 02:25:00 PM,001XX W 109TH ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",true,false,0513,005,34,49,04B,1177125,1832711,2013,05/18/2013 12:40:11 AM,41.696291218843776,-87.62709589903989,"(41.696291218843776, -87.62709589903989)"
9130281,HW275084,05/14/2013 02:25:00 PM,056XX S WOLCOTT AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,0715,007,15,67,26,1164695,1867085,2013,05/18/2013 12:40:11 AM,41.79088923973503,-87.67163920017782,"(41.79088923973503, -87.67163920017782)"
9129678,HW274035,05/14/2013 02:20:00 PM,049XX N KEDVALE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1712,,39,14,05,,,2013,05/17/2013 12:41:21 AM,,,
9129286,HW273983,05/14/2013 02:20:00 PM,054XX S DAMEN AVE,141B,WEAPONS VIOLATION,UNLAWFUL USE OTHER FIREARM,RESIDENCE,false,false,0932,009,16,61,15,1163992,1868474,2013,05/16/2013 12:41:03 AM,41.79471564907629,-87.67417789445386,"(41.79471564907629, -87.67417789445386)"
9129569,HW274431,05/14/2013 02:15:00 PM,001XX N LA SALLE ST,0890,THEFT,FROM BUILDING,OTHER,false,false,0122,001,42,32,06,1175065,1901613,2013,05/17/2013 12:41:21 AM,41.88541154521935,-87.63258203857625,"(41.88541154521935, -87.63258203857625)"
9129602,HW274216,05/14/2013 02:15:00 PM,034XX W ADAMS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,false,true,1123,011,28,27,08B,1153679,1898906,2013,05/17/2013 12:41:21 AM,41.87843562427903,-87.71118755389283,"(41.87843562427903, -87.71118755389283)"
9129295,HW273993,05/14/2013 02:15:00 PM,018XX S RACINE AVE,0460,BATTERY,SIMPLE,ALLEY,false,false,1233,012,25,31,08B,1168619,1891252,2013,05/17/2013 12:41:21 AM,41.8571221538027,-87.65655276540302,"(41.8571221538027, -87.65655276540302)"
9129415,HW274018,05/14/2013 02:15:00 PM,013XX S INDEPENDENCE BLVD,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,1011,010,24,29,08A,1151294,1893234,2013,05/17/2013 12:41:21 AM,41.86291812442983,-87.7200936068575,"(41.86291812442983, -87.7200936068575)"
9129322,HW274023,05/14/2013 02:13:00 PM,039XX N NARRAGANSETT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CEMETARY,true,true,1632,016,38,17,08B,1132958,1925443,2013,05/17/2013 12:41:21 AM,41.951643417562785,-87.78665070231594,"(41.951643417562785, -87.78665070231594)"
9129355,HW274026,05/14/2013 02:10:00 PM,034XX W BELMONT AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1732,017,35,21,06,1152885,1921106,2013,05/17/2013 12:41:21 AM,41.93937020744786,-87.71351394160305,"(41.93937020744786, -87.71351394160305)"
9129297,HW273974,05/14/2013 02:10:00 PM,067XX S CORNELL AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,false,true,0332,003,5,43,04A,1188317,1860818,2013,05/17/2013 12:41:21 AM,41.77316054465802,-87.5852236580248,"(41.77316054465802, -87.5852236580248)"
9129246,HW273968,05/14/2013 02:10:00 PM,115XX S FRONT AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,0532,005,9,53,26,1180993,1828036,2013,05/23/2013 12:40:15 AM,41.68337446002882,-87.61307688914115,"(41.68337446002882, -87.61307688914115)"
9129343,HW274117,05/14/2013 02:01:00 PM,062XX S WOODLAWN AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,0314,003,20,42,06,1185327,1863926,2013,05/17/2013 12:41:21 AM,41.78176001782158,-87.59608644265657,"(41.78176001782158, -87.59608644265657)"
9131183,HW275898,05/14/2013 02:01:00 PM,017XX W DIVISION ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,TAVERN/LIQUOR STORE,false,false,1213,012,1,24,26,1164212,1907995,2013,05/21/2013 12:41:47 AM,41.903160516085165,-87.67225551699286,"(41.903160516085165, -87.67225551699286)"
9131924,HW276813,05/14/2013 02:00:00 PM,012XX W 58TH ST,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,0713,007,16,67,08A,1168866,1866273,2013,05/19/2013 12:39:40 AM,41.78857190542033,-87.65636855158111,"(41.78857190542033, -87.65636855158111)"
9132759,HW277508,05/14/2013 02:00:00 PM,010XX N DRAKE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1121,011,27,23,06,1152548,1907033,2013,05/19/2013 12:39:40 AM,41.90075935770797,-87.71512537815285,"(41.90075935770797, -87.71512537815285)"
9129564,HW274049,05/14/2013 02:00:00 PM,042XX S MAPLEWOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0921,009,12,58,05,1160107,1876482,2013,05/17/2013 12:41:21 AM,41.81677148049435,-87.68820378797076,"(41.81677148049435, -87.68820378797076)"
9129606,HW274478,05/14/2013 02:00:00 PM,032XX S PRAIRIE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE-GARAGE,false,false,0211,002,3,35,07,1178424,1883696,2013,05/23/2013 12:40:15 AM,41.83617025057405,-87.62079336609092,"(41.83617025057405, -87.62079336609092)"
9129271,HW273956,05/14/2013 02:00:00 PM,021XX N SPRINGFIELD AVE,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,2525,025,30,22,08A,1150077,1913744,2013,05/23/2013 12:40:15 AM,41.919223490006985,-87.72402648135794,"(41.919223490006985, -87.72402648135794)"
9129273,HW273961,05/14/2013 02:00:00 PM,030XX N MENARD AVE,0560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,false,2514,025,30,19,08A,1137136,1919860,2013,05/17/2013 12:41:21 AM,41.93624893300974,-87.77142671565599,"(41.93624893300974, -87.77142671565599)"
9129277,HW273984,05/14/2013 02:00:00 PM,057XX S JUSTINE ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,false,true,0713,007,16,67,04B,1166950,1866608,2013,05/17/2013 12:41:21 AM,41.789532370011166,-87.66338425734305,"(41.789532370011166, -87.66338425734305)"
9129409,HW274132,05/14/2013 02:00:00 PM,016XX S CHRISTIANA AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1021,010,24,29,06,1154342,1891634,2013,05/17/2013 12:41:21 AM,41.858467256245135,-87.70894736211636,"(41.858467256245135, -87.70894736211636)"
9129291,HW273958,05/14/2013 02:00:00 PM,012XX W LAKE ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1215,012,27,28,03,1168413,1901632,2013,05/17/2013 12:41:21 AM,41.885610142113606,-87.65700870090394,"(41.885610142113606, -87.65700870090394)"
